id,title,comments,journal-ref,doi,report-no,categories,license,abstract,authors_parsed,pages
0704.0455,USco1606-1935: An Unusually Wide Low-Mass Triple System?,"Accepted to ApJ; 11 pages, 6 figures in emulateapj format","Astrophys.J.664:1167-1175,2007",10.1086/518826,,['astro-ph'],,"  We present photometric, astrometric, and spectroscopic observations of
USco160611.9-193532 AB, a candidate ultrawide (~1600 AU), low-mass (M_tot~0.4
M_sun) multiple system in the nearby OB association Upper Scorpius. We conclude
that both components are young, comoving members of the association; we also
present high-resolution observations which show that the primary is itself a
close binary system. If the Aab and B components are gravitationally bound, the
system would fall into the small class of young multiple systems which have
unusually wide separations as compared to field systems of similar mass.
However, we demonstrate that physical association can not be assumed purely on
probabilistic grounds for any individual candidate system in this separation
range. Analysis of the association's two-point correlation function shows that
there is a significant probability (25%) that at least one pair of low-mass
association members will be separated in projection by <15"", so analysis of the
wide binary population in Upper Sco will require a systematic search for all
wide systems; the detection of another such pair would represent an excess at
the 98% confidence level.
","[['Kraus', 'Adam L.', '', 'Caltech'], ['Hillenbrand', 'Lynne A.', '', 'Caltech']]",11.0
0704.0456,Particle propagation in cosmological backgrounds,7 pages. To appear in the proceedings of the IRGAC 2006 conference,"J.Phys.A40:6901-6906,2007",10.1088/1751-8113/40/25/S37,,['gr-qc'],,"  We study the quantum propagation of particles in cosmological backgrounds, by
considering a doublet of massive scalar fields propagating in an expanding
universe, possibly filled with radiation. We focus on the dissipative effects
related to the expansion rate. At first order, we recover the expected result
that the decay rate is determined by the local temperature. Beyond linear
order, the decay rate has an additional contribution governed by the expansion
parameter. This latter contribution is present even for stable particles in the
vacuum. Finally, we analyze the long time behaviour of the propagator and
briefly discuss applications to the trans-Planckian question.
","[['Arteaga', 'Daniel', '']]",7.0
0704.0457,Quantum analysis of a linear DC SQUID mechanical displacement detector,"33 pages, 4 figures, published version","Physical Review B 76, 014511 (2007)",10.1103/PhysRevB.76.014511,,"['cond-mat.supr-con', 'cond-mat.mes-hall', 'quant-ph']",,"  We provide a quantum analysis of a DC SQUID mechanical displacement detector
within the sub-critical Josephson current regime. A segment of the SQUID loop
forms the mechanical resonator and motion of the latter is transduced
inductively through changes in the flux threading the loop. Expressions are
derived for the detector signal response and noise, which are used to evaluate
the position and force detection sensitivity. We also investigate cooling of
the mechanical resonator due to back reaction noise from the detector.
","[['Blencowe', 'M. P.', ''], ['Buks', 'E.', '']]",33.0
0704.0458,"Rotation Measures of Extragalactic Sources Behind the Southern Galactic
  Plane: New Insights into the Large-Scale Magnetic Field of the Inner Milky
  Way","16 pages, 4 colour figures, 1 B/W figure, 1 table; Accepted for
  publication in ApJ on March 26, 2007","Astrophys.J.663:258-266,2007",10.1086/518499,,['astro-ph'],,"  We present new Faraday rotation measures (RMs) for 148 extragalactic radio
sources behind the southern Galactic plane (253o < l < 356o, |b| < 1.5o), and
use these data in combination with published data to probe the large-scale
structure of the Milky Way's magnetic field. We show that the magnitudes of
these RMs oscillate with longitude in a manner that correlates with the
locations of the Galactic spiral arms. The observed pattern in RMs requries the
presence of at least one large-scale magnetic reversal in the fourth Galactic
quadrant, located between the Sagittarius- Carina and Scutum-Crux spiral arms.
To quantitatively compare our measurements to other recent studies, we consider
all available extragalactic and pulsar RMs in the region we have surveyed, and
jointly fit these data to simple models in which the large-scale field follows
the spiral arms. In the best-fitting model, the magnetic field in the fourth
Galactic quadrant is directed clockwise in the Sagittarius-Carina spiral arm
(as viewed from the North Galactic pole), but is oriented counter- clockwise in
the Scutum-Crux arm. This contrasts with recent analyses of pulsar RMs alone,
in which the fourth-quadrant field was presumed to be directed
counter-clockwise in the Sagittarius- Carina arm. Also in contrast to recent
pulsar RM studies, our joint modeling of pulsar and extragalactic RMs
demonstrates that large numbers of large-scale magnetic field reversals are not
required to account for observations.
","[['Brown', 'J. C.', ''], ['Haverkorn', 'M.', ''], ['Gaensler', 'B. M.', ''], ['Taylor', 'A. R.', ''], ['Bizunok', 'N. S.', ''], ['McClure-Griffiths', 'N. M.', ''], ['Dickey', 'J. M.', ''], ['Green', 'A. J.', '']]",16.0
0704.0459,On iterated image size for point-symmetric relations,,,,,['math.CO'],,"  Let $\Gamma =(V,E)$ be a point-symmetric reflexive relation and let $v\in V$
such that
  $|\Gamma (v)|$ is finite (and hence $|\Gamma (x)|$ is finite for all $x$, by
the transitive action of the group of automorphisms). Let $j\in \N$ be an
integer such that $\Gamma ^j(v)\cap \Gamma ^{-}(v)=\{v\}$. Our main result
states that
  $$ |\Gamma ^{j} (v)|\ge | \Gamma ^{j-1} (v)| + |\Gamma (v)|-1.$$
  As an application we have $ |\Gamma ^{j} (v)| \ge 1+(|\Gamma (v)|-1)j.$ The
last result confirms a recent conjecture of Seymour in the case of
vertex-symmetric graphs. Also it gives a short proof for the validity of the
Caccetta-H\""aggkvist conjecture for vertex-symmetric graphs and generalizes an
additive result of Shepherdson.
","[['Hamidoune', 'Yahya Ould', '']]",
0704.0460,"The Kilodegree Extremely Little Telescope (KELT): A Small Robotic
  Telescope for Large-Area Synoptic Surveys","21 pages, 13 figures; accepted to PASP","Publ.Astron.Soc.Pac.119:923,2007",10.1086/521836,,['astro-ph'],,"  The Kilodegree Extremely Little Telescope (KELT) project is a survey for
planetary transits of bright stars. It consists of a small-aperture, wide-field
automated telescope located at Winer Observatory near Sonoita, Arizona. The
telescope surveys a set of 26 x 26 degree fields, together covering about 25%
of the Northern sky, targeting stars in the range of 8<V<10 mag, searching for
transits by close-in Jupiters. This paper describes the system hardware and
software and discusses the quality of the observations. We show that KELT is
able to achieve the necessary photometric precision to detect planetary
transits around solar-type main sequence stars.
","[['Pepper', 'Joshua', ''], ['Pogge', 'Richard W.', ''], ['DePoy', 'D. L.', ''], ['Marshall', 'J. L.', ''], ['Stanek', 'K. Z.', ''], ['Stutz', 'Amelia M.', ''], ['Poindexter', 'Shawn', ''], ['Siverd', 'Robert', ''], [""O'Brien"", 'Thomas P.', ''], ['Trueblood', 'Mark', ''], ['Trueblood', 'Patricia', '']]",21.0
0704.0461,"Entanglement increase from local interactions with
  not-completely-positive maps","6 Pages, new title, substantially revised",,10.1103/PhysRevA.76.022102,,['quant-ph'],,"  Simple examples are constructed that show the entanglement of two qubits
being both increased and decreased by interactions on just one of them. One of
the two qubits interacts with a third qubit, a control, that is never entangled
or correlated with either of the two entangled qubits and is never entangled,
but becomes correlated, with the system of those two qubits. The two entangled
qubits do not interact, but their state can change from maximally entangled to
separable or from separable to maximally entangled. Similar changes for the two
qubits are made with a swap operation between one of the qubits and a control;
then there are compensating changes of entanglement that involve the control.
When the entanglement increases, the map that describes the change of the state
of the two entangled qubits is not completely positive. Combination of two
independent interactions that individually give exponential decay of the
entanglement can cause the entanglement to not decay exponentially but,
instead, go to zero at a finite time.
","[['Jordan', 'Thomas F.', ''], ['Shaji', 'Anil', ''], ['Sudarshan', 'E. C. G.', '']]",
0704.0462,Extended solar emission - an analysis of the EGRET data,"2 pages, 2 figures, Proceedings of the First GLAST Symposium,
  February 5-8, 2007, Stanford University","AIP Conf.Proc.921:502-503,2007",10.1063/1.2757422,,['astro-ph'],,"  The Sun was recently predicted to be an extended source of gamma-ray
emission, produced by inverse-Compton scattering of cosmic-ray electrons with
the solar radiation. The emission was predicted to contribute to the diffuse
extragalactic background even at large angular distances from the Sun. While
this emission is expected to be readily detectable in future by GLAST, the
situation for available EGRET data is more challenging. We present a detailed
study of the EGRET database, using a time dependent analysis, accounting for
the effect of the emission from 3C 279, the moon, and other sources, which
interfere with the solar signal. The technique has been tested on the moon
signal, with results consistent with previous work. We find clear evidence for
emission from the Sun and its vicinity. The observations are compared with our
model for the extended emission.
","[['Orlando', 'Elena', ''], ['Petry', 'Dirk', ''], ['Strong', 'Andrew', '']]",2.0
0704.0463,Mass and Temperature of the TWA 7 Debris Disk,"8 pages, 3 figures, accepted for publication in The Astrophysical
  Journal","Astrophys.J.663:1103-1109,2007",10.1086/518643,,['astro-ph'],,"  We present photometric detections of dust emission at 850 and 450 micron
around the pre-main sequence M1 dwarf TWA 7 using the SCUBA camera on the James
Clerk Maxwell Telescope. These data confirm the presence of a cold dust disk
around TWA 7, a member of the TW Hydrae Association. Based on the 850 micron
flux, we estimate the mass of the disk to be 18 lunar masses (0.2 Earth masses)
assuming a mass opacity of 1.7 cm^2/g with a temperature of 45 K. This makes
the TWA 7 disk (d=55 pc) an order of magnitude more massive than the disk
reported around AU Microscopii (GL 803), the closest (9.9 pc) debris disk
detected around an M dwarf. This is consistent with TWA 7 being slightly
younger than AU Mic. We find that the mid-IR and submillimeter data require the
disk to be comprised of dust at a range of temperatures. A model in which the
dust is at a single radius from the star, with a range of temperatures
according to grain size, is as effective at fitting the emission spectrum as a
model in which the dust is of uniform size, but has a range of temperatures
according to distance. We discuss this disk in the context of known disks in
the TW Hydrae Association and around low-mass stars; a comparison of masses of
disks in the TWA reveals no trend in mass or evolutionary state (gas-rich vs.
debris) as a function of spectral type.
","[['Matthews', 'B. C.', '', 'Herzberg Institute of Astrophysics, Canada'], ['Kalas', 'P. G.', '', 'UC Berkeley, U.S.A.'], ['Wyatt', 'M. C.', '', 'University of Cambridge, U.K.']]",8.0
0704.0464,Annealed importance sampling of dileucine peptide,,,10.1063/1.2754267,,['q-bio.BM'],,"  Annealed importance sampling is a means to assign equilibrium weights to a
nonequilibrium sample that was generated by a simulated annealing protocol. The
weights may then be used to calculate equilibrium averages, and also serve as
an ``adiabatic signature'' of the chosen cooling schedule. In this paper we
demonstrate the method on the 50-atom dileucine peptide, showing that
equilibrium distributions are attained for manageable cooling schedules. For
this system, as naively implemented here, the method is modestly more efficient
than constant temperature simulation. However, the method is worth considering
whenever any simulated heating or cooling is performed (as is often done at the
beginning of a simulation project, or during an NMR structure calculation), as
it is simple to implement and requires minimal additional CPU expense.
Furthermore, the naive implementation presented here can be improved.
","[['Lyman', 'Edward', ''], ['Zuckerman', 'Daniel M.', '']]",
